FLAGS_clocks_per_us,FLAGS_extime,FLAGS_gc_inter_us,FLAGS_max_ope,FLAGS_pre_reserve_tmt_element,FLAGS_pre_reserve_version,FLAGS_rmw,FLAGS_rratio,FLAGS_thread_num,FLAGS_ycsb,FLAGS_ycsb_max_ope,FLAGS_ycsb_rmw,FLAGS_ycsb_rratio,FLAGS_ycsb_tuple_num,FLAGS_ycsb_zipf_skew,FLAGS_zipf_skew,abort_counts_,abort_rate,ack_latency_max_us,ack_latency_p50_us,ack_latency_p90_us,ack_latency_p95_us,ack_latency_p999_us,ack_latency_p99_us,ack_process_ns_per_tx,actual_extime,avg_batch_size,avg_ready_queue_len,avg_waitlist_len,batch_abort_counts_,batch_abort_rate,batch_commit_counts_,bytes_flushed_per_sec,commit_counts_,commits_per_fdatasync,committer_event_ns_per_tx,committer_num,dep_wait_conditions_per_tx,derived_acked_commits,derived_logical_commits,durable_ack_tps,exit_code,fdatasync_ns_per_tx,fdatasync_per_sec,flush_us,frontier_alloc_count_per_tx,frontier_bytes_per_tx,frontier_collect_ns_per_tx,frontier_entries_per_tx,frontier_merge_ns_per_tx,frontier_nonzero_entries_per_tx,frontier_publish_ns_per_tx,frontier_shared_ptr_count_per_tx,global_atomic_per_tx,group_size,logger_num,logical_minus_acked,logical_tps,lsn_alloc_ns_per_tx,max_pending,max_ready_queue_len,max_waitlist_len,maxrss,mode,payload_build_ns_per_tx,pending_commits,queue_wait_us_per_acked_tx,read_frontier_updates_per_tx,ready_queue_push_ns_per_tx,repeat,seconds,stderr_log,stdout_log,thread_num,tx_breakdown_abort_cleanup_ns,tx_breakdown_commit_cleanup_ns,tx_breakdown_delete_ns,tx_breakdown_insert_ns,tx_breakdown_maintenance_ns,tx_breakdown_node_validation_ns,tx_breakdown_read_ns,tx_breakdown_ssn_exclusion_ns,tx_breakdown_ssn_finalize_eta_ns,tx_breakdown_ssn_finalize_pi_ns,tx_breakdown_total_accounted_ns,tx_breakdown_update_ns,tx_breakdown_version_install_ns,tx_breakdown_wal_log_ns,version_install_ns_per_tx,waiting_conditions_per_tx,waitlist_pops_per_tx,waitlist_registration_ns_per_tx,waitlist_registrations_per_tx,wal_enqueue_ns_per_tx,wal_stats_ack_latency_max_us,wal_stats_ack_latency_p50_us,wal_stats_ack_latency_p90_us,wal_stats_ack_latency_p95_us,wal_stats_ack_latency_p999_us,wal_stats_ack_latency_p99_us,wal_stats_ack_latency_samples,wal_stats_ack_process_ns,wal_stats_acked_commits,wal_stats_async_acked_commits,wal_stats_avg_accounted_ns_per_commit,wal_stats_avg_batch_size,wal_stats_avg_ready_queue_len,wal_stats_avg_waitlist_len,wal_stats_bytes,wal_stats_commits,wal_stats_committer_event_ns,wal_stats_committer_num,wal_stats_committer_queue_wait_ns,wal_stats_dep_frontier_bytes,wal_stats_dep_frontier_entries,wal_stats_dep_frontier_nonzero_entries,wal_stats_dep_wait_conditions,wal_stats_durable_global_lsn,wal_stats_durable_mode,wal_stats_fdatasync_count,wal_stats_fdatasync_ns,wal_stats_flushed_commits,wal_stats_flusher_batches,wal_stats_frontier_alloc_count,wal_stats_frontier_collect_ns,wal_stats_frontier_merge_ns,wal_stats_frontier_publish_ns,wal_stats_frontier_shared_ptr_count,wal_stats_global_atomic_count,wal_stats_logger_num,wal_stats_logical_commits,wal_stats_logical_minus_acked,wal_stats_lsn_alloc_ns,wal_stats_max_pending_commits,wal_stats_max_ready_queue_len,wal_stats_max_waitlist_len,wal_stats_measured_ack_latency_max_us,wal_stats_measured_ack_latency_p50_us,wal_stats_measured_ack_latency_p90_us,wal_stats_measured_ack_latency_p95_us,wal_stats_measured_ack_latency_p999_us,wal_stats_measured_ack_latency_p99_us,wal_stats_measured_acked_commits,wal_stats_measured_durable_global_lsn,wal_stats_measured_logical_commits,wal_stats_measured_logical_minus_acked,wal_stats_measurement_pending_commits,wal_stats_measurement_stop_recorded,wal_stats_mutex_wait_ns,wal_stats_notify_wait_ns,wal_stats_payload_build_ns,wal_stats_read_frontier_updates,wal_stats_ready_queue_push_ns,wal_stats_shutdown_drain_acked_commits,wal_stats_total_accounted_ns,wal_stats_version_install_ns,wal_stats_waitlist_pops,wal_stats_waitlist_registration_ns,wal_stats_waitlist_registrations,wal_stats_wal_enqueue_ns,wal_stats_worker_stall_ns,wal_stats_write_frontier_updates,wal_stats_write_ns,worker_stall_ns_per_tx,worker_threads,workload_mode,write_frontier_updates_per_tx,write_ns_per_tx
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,2,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1315899.750000,48776,48776.000000,0.000000,0,0.000000,48776,48776,12194.000000,0,85561.504756,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,8,0,12194.000000,0.000000,0,0,0,230576 kB,ermia_single_wal,1808.278272,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th8_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th8_r1.out,8,700900,12535437,0,0,7794890,1474994,282500446,1438637,6109111,17729315,39917481634,20020729,24796285,39542380890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,808327,,,,5263599,48776,,,,,,,,,,,4173347956,,,,,,,,,,,,,,,,,,,,,,,,,,,,34796282580,0,88200581,,,,39427001343,,,,,,,,369170226,0.000000,8,ycsb_b,0.000000,7568.685952
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,9,0.0000,5472,64,128,128,128,128,0.000000,4,0,0,0,0,-nan,0,7992750.750000,287043,0.999972,0.000000,0,0.000000,287035,287035,71758.750000,0,102962.115059,71760.750000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.502371,0,8,0,71758.750000,151.144463,0,0,0,251656 kB,ermia_plain_pwal,2083.665327,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th8_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th8_r1.out,8,4669857,51011040,0,0,47528317,27282905,1623830972,23678357,36728718,65007311,39289408552,147165286,113854332,37148651457,80.790214,0.000000,0.000000,0.000000,0.000000,0.000000,5472,64,128,128,128,128,287043,0,287043,0,127271,0,0,0,31971003,287043,0,1,0,0,0,0,0,431233,sync,287043,29553730696,0,0,0,0,0,0,0,431233,8,287043,0,43383751,0,0,0,5472,64,128,128,128,128,287035,431221,287035,0,0,1,32471138,1866108316,598084877,0,0,8,36532300127,23189619,0,0,0,0,0,0,4415331730,0.000000,8,ycsb_b,0.000000,15382.555194
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,16,0.0000,1123,256,256,256,512,512,193.524251,4,6,0,65,0,-nan,0,30176435.500000,1054564,6.802365,722.885774,1,1.005044,1054503,1054557,263625.750000,0,17543.627900,38757.000000,100,10.499643,64.000425,3405.979629,8.000053,1109.916296,7.799331,13999.640590,10.499643,0.000000,8,8,54,263639.250000,0.000000,65536,2,149,464340 kB,ermia_async_dep_frontier_cstamp,1548.189978,55,300.363819,9.499498,99.036346,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th8_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th8_r1.out,8,7240278,157277651,0,0,152767702,124578483,12444531852,70337459,121454239,301903143,37547235095,1342565183,450764502,22373814603,105.907366,1.005044,1.005044,2830.240598,1.005044,281.886072,1123,256,256,256,512,512,1054564,204082354,1054564,1054564,347409,6,0,65,120705742,1054564,762324253,1,316734548402,67492096,8436512,8224839,1059876,0,async_dep_frontier_cstamp,155028,18500755607,1054564,155028,11072472,3591799660,1170469999,14763418982,11072472,0,8,1054564,0,0,148,2,149,1123,256,256,256,512,512,1054503,0,1054557,54,55,1,0,0,1632654579,10017762,104439472,61,366365067069,111685354,1059876,2984650034,1059876,297264930,0,527384,5506973443,0.000000,8,ycsb_b,0.500100,5222.072816
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,1,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1292312.250000,47524,47524.000000,0.000000,0,0.000000,47524,47524,11881.000000,0,87497.197185,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,16,0,11881.000000,0.000000,0,0,0,240868 kB,ermia_single_wal,1918.677721,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th16_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th16_r1.out,16,700459,10428582,0,0,7130895,1429830,271961331,1424290,25885535,31005774,79924916351,20724353,24525681,79529699621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,1670985,,,,5169249,47524,,,,,,,,,,,4158216799,,,,,,,,,,,,,,,,,,,,,,,,,,,,74795529746,0,91183240,,,,79411937335,,,,,,,,367007550,0.000000,16,ycsb_b,0.000000,7722.572805
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,6,0.0000,4227,128,256,256,256,256,0.000000,4,0,0,0,0,-nan,0,9756261.250000,349087,0.999954,0.000000,0,0.000000,349071,349071,87267.750000,0,171472.135007,87271.750000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500202,0,16,0,87267.750000,253.336863,0,0,0,267952 kB,ermia_plain_pwal,2243.327108,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th16_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th16_r1.out,16,3152288,117740717,0,0,84414757,53788159,2110927268,68961134,113672726,143323696,78267592847,216248504,223045723,75132317875,135.626784,0.000000,0.000000,0.000000,0.000000,0.000000,4227,128,256,256,256,256,349087,0,349087,0,208278,0,0,0,39025045,349087,0,1,0,0,0,0,0,523677,sync,349087,59855949639,0,0,0,0,0,0,0,523677,16,349087,0,88432552,0,0,0,4227,128,256,256,256,256,349071,523655,349071,0,0,1,50194916,5278386642,783080437,0,0,16,72707145367,47343377,0,0,0,0,0,0,6603757804,0.000000,16,ycsb_b,0.000000,18918.093465
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,25,0.0000,4053,256,256,256,2048,512,249.491445,4,6,0,59,0,-nan,0,27360265.000000,953489,6.572987,1248.820914,1,1.004178,953416,953484,238354.000000,0,17371.691173,36265.250000,100,10.500048,64.000336,14618.002490,8.000042,1242.152977,7.779008,38907.048503,10.500048,0.000000,8,8,68,238371.000000,0.000000,65536,2,745,446460 kB,ermia_async_dep_frontier_cstamp,2219.263252,68,321.330819,9.499776,128.057060,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th16_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th16_r1.out,16,13195102,184144760,0,0,162498375,148244080,22406217030,89071927,169330261,386412917,77045979917,2479474158,519644407,50487746900,141.192975,1.004178,1.004178,7523.892617,1.004178,477.856132,4053,256,256,256,2048,512,953489,237886101,953489,953489,411180,6,0,59,109441060,953489,1190730760,1,306361943758,61023296,7627912,7417160,957468,0,async_dep_frontier_cstamp,145061,16563629586,953489,145061,10011628,13938031486,1184372989,37097248235,10011628,0,8,953489,0,0,725,2,745,4053,256,256,256,2048,512,953416,0,953484,68,68,1,0,0,2116032003,9057884,122100358,73,392055952507,134625243,957468,7173911228,957468,455628176,0,476531,5479812584,0.000000,16,ycsb_b,0.499779,5747.146868
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,4,0.0001,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1308240.000000,47907,47907.000000,0.000000,0,0.000000,47907,47907,11976.750000,0,86968.855929,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,32,0,11976.750000,0.000000,0,0,0,263300 kB,ermia_single_wal,1903.991129,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th32_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th32_r1.out,32,1401685,9040933,0,0,11484146,1492958,284993075,1472974,145213589,144811618,159961105758,26406533,25502466,159309285781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,3322938,,,,5232960,47907,,,,,,,,,,,4166416981,,,,,,,,,,,,,,,,,,,,,,,,,,,,154573547268,0,91214503,,,,159191991475,,,,,,,,360812723,0.000000,32,ycsb_b,0.000000,7531.524057
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,25,0.0001,1823,256,256,256,512,512,0.000000,4,0,0,0,0,-nan,0,12363972.750000,440011,0.999927,0.000000,0,0.000000,439979,439979,109994.750000,0,271671.597149,110002.750000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500056,0,32,0,109994.750000,309.333868,0,0,0,302220 kB,ermia_plain_pwal,2371.941536,0,0.000000,0.000000,0.000000,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th32_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th32_r1.out,32,13542895,223997477,0,0,159212584,70150533,2790027275,135249185,283714623,284100404,156725503361,306757309,364765803,152093985273,147.277584,0.000000,0.000000,0.000000,0.000000,0.000000,1823,256,256,256,512,512,440011,0,440011,0,330660,0,0,0,49455891,440011,0,1,0,0,0,0,0,659993,sync,440011,119529797642,0,0,0,0,0,0,0,659993,32,440011,0,136100406,0,0,0,1823,256,256,256,512,512,439979,659940,439979,0,0,1,84321289,11827115203,1043604465,0,0,32,145494284637,64799044,0,0,0,0,0,0,12808546588,0.000000,32,ycsb_b,0.000000,29111.722578
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,56,0.0001,5365,256,256,256,2048,512,222.692869,4,6,0,57,0,-nan,0,25954144.000000,901913,6.288671,1293.508232,1,1.002986,901855,901896,225463.750000,0,18539.368110,35854.000000,100,10.501099,64.001206,48892.136852,8.000151,1308.830285,7.769214,95738.928110,10.501099,0.000000,8,8,41,225474.000000,0.000000,65536,2,825,446768 kB,ermia_async_dep_frontier_cstamp,2556.961641,41,326.351856,9.500513,134.429680,1,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th32_r1.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th32_r1.out,32,31179523,186811191,0,0,187901908,145267610,49772051221,89026289,218527258,424428660,157074380280,5380657794,526837047,100111691779,139.134935,1.002986,1.002986,8257.303280,1.002986,489.491694,5365,256,256,256,2048,512,901913,200845808,901913,901913,509698,6,0,57,103816576,901913,1166609900,1,294322052954,57722432,7215304,7007023,904589,0,async_dep_frontier_cstamp,143416,16720581941,901913,143416,9470899,44095622658,1180428799,86346556307,9470899,0,8,901913,0,0,793,2,825,5365,256,256,256,2048,512,901855,0,901896,41,41,1,0,0,2306113476,8568475,121241591,58,459703455530,125485241,904589,7447228799,904589,441470601,0,450177,5229217455,0.000000,32,ycsb_b,0.499145,5798.027106
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1396925.750000,51504,51504.000000,0.000000,0,0.000000,51504,51504,12876.000000,0,80562.703751,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,0,12876.000000,0.000000,0,0,0,221124 kB,ermia_single_wal,1734.540871,0,0.000000,0.000000,0.000000,2,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th1_r2.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th1_r2.out,1,0,3340883,0,0,4059287,1537241,272777424,1513057,1575044,3632868,4935286056,16539861,14677983,4615632408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,89344,,,,5587703,51504,,,,,,,,,,,4149301494,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161038,0,89335793,,,,4601616455,,,,,,,,359818130,0.000000,1,ycsb_b,0.000000,6986.217187
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,4008,64,64,64,128,128,0.000000,4,0,0,0,0,-nan,0,1351475.750000,49850,0.999980,0.000000,0,0.000000,49849,49849,12462.250000,0,83061.590784,12462.500000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500050,0,1,0,12462.250000,43.670405,0,0,0,221208 kB,ermia_plain_pwal,1855.963430,0,0.000000,0.000000,0.000000,2,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th1_r2.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th1_r2.out,1,0,3250955,0,0,3965837,1498131,302917252,1457385,1526991,3646095,4936298828,24010365,14061264,4579964553,108.860880,0.000000,0.000000,0.000000,0.000000,0.000000,4008,64,64,64,128,128,49850,0,49850,0,91149,0,0,0,5405903,49850,0,1,0,0,0,0,0,74776,sync,49850,4140537239,0,0,0,0,0,0,0,74776,1,49850,0,2176926,0,0,0,4008,64,64,64,128,128,49849,74774,49849,0,0,1,1817532,2589294,92517921,0,0,1,4543800633,5426606,0,0,0,0,0,0,298735115,0.000000,1,ycsb_b,0.000000,5992.800558
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,992,128,256,256,512,512,111.540621,4,7,0,14,0,-nan,0,9040620.500000,317278,7.991688,370.934717,1,1.000000,317267,317278,79316.750000,0,10877.486394,9925.250000,100,10.499360,64.000000,938.901197,8.000000,490.936772,0.954636,4412.337641,10.499360,0.000000,8,8,11,79319.500000,0.000000,65536,1,66,258136 kB,ermia_async_dep_frontier_cstamp,878.774636,11,211.455663,9.499360,48.241665,2,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th1_r2.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th1_r2.out,1,0,15332471,0,0,24208577,11312873,2214223242,11653339,11610302,24692687,4684306610,207537058,89216264,2074519797,64.499918,1.000000,1.000000,258.968233,1.000000,139.853731,992,128,256,256,512,512,317278,35389385,317278,317278,232436,7,0,14,36162482,317278,117689425,1,67087903962,20305792,2538224,302885,317278,0,async_dep_frontier_cstamp,39701,3451187128,317278,39701,3331216,297892694,155763437,1399937662,3331216,0,8,317278,0,0,66,1,66,992,128,256,256,512,512,317267,0,317278,11,11,1,0,0,278815859,3013938,15306019,11,73746865204,20464405,317278,82164923,317278,44372512,0,158696,759977793,0.000000,1,ycsb_b,0.500180,2395.305672
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,0,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1391984.500000,51759,51759.000000,0.000000,0,0.000000,51759,51759,12939.750000,0,81193.023493,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,2,0,12939.750000,0.000000,0,0,0,222256 kB,ermia_single_wal,1750.395062,0,0.000000,0.000000,0.000000,2,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th2_r2.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th2_r2.out,2,0,10284211,0,0,8872085,1556617,274961020,1508209,1674906,6816690,9914544022,16829674,20859828,9571180782,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,182950,,,,5567938,51759,,,,,,,,,,,4202469703,,,,,,,,,,,,,,,,,,,,,,,,,,,,4802052545,0,90598698,,,,9469314200,,,,,,,,374193254,0.000000,2,ycsb_b,0.000000,7229.530207
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,0,0.0000,2325,64,64,64,128,128,0.000000,4,0,0,0,0,-nan,0,2488117.250000,91351,0.999978,0.000000,0,0.000000,91349,91349,22837.250000,0,83426.807562,22837.750000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.498998,0,2,0,22837.250000,101.951012,0,0,0,226044 kB,ermia_plain_pwal,1966.943437,0,0.000000,0.000000,0.000000,2,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th2_r2.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th2_r2.out,2,0,10367345,0,0,12858573,6349338,555509344,3104719,4861211,15904095,9825953940,44695332,31258694,9141045289,98.498396,0.000000,0.000000,0.000000,0.000000,0.000000,2325,64,64,64,128,128,91351,0,91351,0,98848,0,0,0,9952469,91351,0,1,0,0,0,0,0,136932,sync,91351,7620955444,0,0,0,0,0,0,0,136932,2,91351,0,9313123,0,0,0,2325,64,64,64,128,128,91349,136930,91349,0,0,1,7577567,86505320,179678316,0,0,2,9029866943,8997730,0,0,0,0,0,0,1116839443,0.000000,2,ycsb_b,0.000000,12226.071911
2100,5,10,10,100,10000,0,50,2,1,10,0,95,100000,0,0,0,0.0000,4336,128,256,256,1024,256,138.161818,4,7,0,18,0,-nan,0,11232686.750000,394394,7.613617,496.764965,1,1.000816,394373,394393,98593.250000,0,11802.787950,12950.250000,100,10.500105,64.000162,1820.456116,8.000020,700.866187,1.909438,8638.563572,10.500105,0.000000,8,8,20,98598.250000,0.000000,65536,1,249,265432 kB,ermia_async_dep_frontier_cstamp,1065.991666,20,225.180289,9.500090,53.251204,2,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th2_r2.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th2_r2.out,2,0,42560183,0,0,65168783,42996253,3514813930,14064839,19618462,90275120,9306951719,392255478,147337765,4977860906,82.385222,1.000816,1.000816,697.350823,1.000816,237.247908,4336,128,256,256,1024,256,394394,54490054,394394,394394,254219,7,0,18,44930747,394394,195920625,1,88805026231,25241216,3155152,753069,394715,0,async_dep_frontier_cstamp,51801,4654936948,394394,51801,4141168,717975149,276416718,3406989003,4141168,0,8,394394,0,0,247,1,249,4336,128,256,256,1024,256,394373,0,394393,20,20,1,0,0,420419651,3746769,21001902,21,100262678548,32492155,394715,275030283,394715,93568914,0,196964,1308410915,0.000000,2,ycsb_b,0.499410,3317.530775
2100,5,10,10,100,10000,0,50,4,1,10,0,95,100000,0,0,1,0.0000,0,0,0,0,0,0,0.000000,4,0,0,0,0,-nan,0,1329037.250000,49217,49217.000000,0.000000,0,0.000000,49217,49217,12304.250000,0,84592.252839,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,4,0,12304.250000,0.000000,0,0,0,224392 kB,ermia_single_wal,1798.457017,0,0.000000,0.000000,0.000000,2,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th4_r2.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_single_wal_th4_r2.out,4,700790,12219600,0,0,8854965,1497335,285852255,1454088,3788308,13829156,19912579091,19250000,24655750,19540476844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,394676,,,,5316149,49217,,,,,,,,,,,4163376908,,,,,,,,,,,,,,,,,,,,,,,,,,,,14787661968,0,88514659,,,,19424803197,,,,,,,,385249662,0.000000,4,ycsb_b,0.000000,7827.573034
2100,5,10,10,100,10000,0,50,4,1,10,0,95,100000,0,0,1,0.0000,4074,64,128,128,256,128,0.000000,4,0,0,0,0,-nan,0,4184784.750000,152806,0.999974,0.000000,0,0.000000,152802,152802,38200.500000,0,99252.659592,38201.500000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.495772,0,4,0,38200.500000,168.856919,0,0,0,233320 kB,ermia_plain_pwal,2056.109194,0,0.000000,0.000000,0.000000,2,5,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th4_r2.err,/home/sa2shun/tx-playground/ccbench/results/ermia_wal_pwal_cstamp_20260607_195430/logs/ycsb_b_ermia_plain_pwal_th4_r2.out,4,233808,22613852,0,0,25799446,16114148,888505753,7485880,13246545,35136562,19635816403,78901996,57501478,18490276935,96.704526,0.000000,0.000000,0.000000,0.000000,0.000000,4074,64,128,128,256,128,152806,0,152806,0,119390,0,0,0,16739139,152806,0,1,0,0,0,0,0,228557,sync,152806,15166004891,0,0,0,0,0,0,0,228557,4,152806,0,25801675,0,0,0,4074,64,128,128,256,128,152802,228551,152802,0,0,1,20498942,536522012,314177597,0,0,4,18243599088,14776645,0,0,0,0,0,0,2165817326,0.000000,4,ycsb_b,0.000000,14174.011636
