FLAGS_clocks_per_us,FLAGS_extime,FLAGS_gc_inter_us,FLAGS_max_ope,FLAGS_pre_reserve_tmt_element,FLAGS_pre_reserve_version,FLAGS_rmw,FLAGS_rratio,FLAGS_thread_num,FLAGS_ycsb,FLAGS_ycsb_max_ope,FLAGS_ycsb_rmw,FLAGS_ycsb_rratio,FLAGS_ycsb_tuple_num,FLAGS_ycsb_zipf_skew,FLAGS_zipf_skew,abort_counts_,abort_rate,ack_latency_max_us,ack_latency_p50_us,ack_latency_p90_us,ack_latency_p95_us,ack_latency_p999_us,ack_latency_p99_us,ack_process_ns_per_tx,actual_extime,avg_batch_size,avg_ready_queue_len,avg_waitlist_len,background_threads,batch_abort_counts_,batch_abort_rate,batch_commit_counts_,bytes_flushed_per_sec,commit_counts_,commits_per_fdatasync,committer_event_ns_per_tx,committer_num,committer_threads,cpu_list,cpu_policy,dep_wait_conditions_per_tx,derived_acked_commits,derived_logical_commits,durable_ack_tps,exit_code,fdatasync_ns_per_tx,fdatasync_per_sec,flush_us,frontier_alloc_count_per_tx,frontier_bytes_per_tx,frontier_collect_ns_per_tx,frontier_entries_per_tx,frontier_merge_ns_per_tx,frontier_nonzero_entries_per_tx,frontier_publish_ns_per_tx,frontier_shared_ptr_count_per_tx,global_atomic_per_tx,group_size,logger_num,logger_threads,logical_minus_acked,logical_tps,lsn_alloc_ns_per_tx,max_pending,max_ready_queue_len,max_waitlist_len,maxrss,mode,numactl_interleave,payload_build_ns_per_tx,pending_commits,queue_wait_us_per_acked_tx,read_frontier_updates_per_tx,ready_queue_push_ns_per_tx,remote_read_prob,remote_read_prob_ppm,repeat,seconds,skip_fdatasync,stderr_log,stdout_log,straggler_logger,straggler_sleep_us,thread_num,total_threads,tx_breakdown_abort_cleanup_ns,tx_breakdown_commit_cleanup_ns,tx_breakdown_delete_ns,tx_breakdown_insert_ns,tx_breakdown_maintenance_ns,tx_breakdown_node_validation_ns,tx_breakdown_read_ns,tx_breakdown_ssn_exclusion_ns,tx_breakdown_ssn_finalize_eta_ns,tx_breakdown_ssn_finalize_pi_ns,tx_breakdown_total_accounted_ns,tx_breakdown_update_ns,tx_breakdown_version_install_ns,tx_breakdown_wal_log_ns,version_install_ns_per_tx,waiting_conditions_per_tx,waitlist_pops_per_tx,waitlist_registration_ns_per_tx,waitlist_registrations_per_tx,wal_enqueue_ns_per_tx,wal_stats_ack_latency_max_us,wal_stats_ack_latency_p50_us,wal_stats_ack_latency_p90_us,wal_stats_ack_latency_p95_us,wal_stats_ack_latency_p999_us,wal_stats_ack_latency_p99_us,wal_stats_ack_latency_samples,wal_stats_ack_process_ns,wal_stats_acked_commits,wal_stats_async_acked_commits,wal_stats_avg_accounted_ns_per_commit,wal_stats_avg_batch_size,wal_stats_avg_ready_queue_len,wal_stats_avg_waitlist_len,wal_stats_bytes,wal_stats_commits,wal_stats_committer_event_ns,wal_stats_committer_num,wal_stats_committer_queue_wait_ns,wal_stats_dep_frontier_bytes,wal_stats_dep_frontier_entries,wal_stats_dep_frontier_nonzero_entries,wal_stats_dep_wait_conditions,wal_stats_durable_global_lsn,wal_stats_durable_mode,wal_stats_fdatasync_count,wal_stats_fdatasync_ns,wal_stats_flushed_commits,wal_stats_flusher_batches,wal_stats_frontier_alloc_count,wal_stats_frontier_collect_ns,wal_stats_frontier_merge_ns,wal_stats_frontier_publish_ns,wal_stats_frontier_shared_ptr_count,wal_stats_global_atomic_count,wal_stats_logger_num,wal_stats_logical_commits,wal_stats_logical_minus_acked,wal_stats_lsn_alloc_ns,wal_stats_max_pending_commits,wal_stats_max_ready_queue_len,wal_stats_max_waitlist_len,wal_stats_measured_ack_latency_max_us,wal_stats_measured_ack_latency_p50_us,wal_stats_measured_ack_latency_p90_us,wal_stats_measured_ack_latency_p95_us,wal_stats_measured_ack_latency_p999_us,wal_stats_measured_ack_latency_p99_us,wal_stats_measured_acked_commits,wal_stats_measured_durable_global_lsn,wal_stats_measured_logical_commits,wal_stats_measured_logical_minus_acked,wal_stats_measurement_pending_commits,wal_stats_measurement_stop_recorded,wal_stats_mutex_wait_ns,wal_stats_notify_wait_ns,wal_stats_payload_build_ns,wal_stats_read_frontier_updates,wal_stats_ready_queue_push_ns,wal_stats_shutdown_drain_acked_commits,wal_stats_total_accounted_ns,wal_stats_version_install_ns,wal_stats_waitlist_pops,wal_stats_waitlist_registration_ns,wal_stats_waitlist_registrations,wal_stats_wal_enqueue_ns,wal_stats_worker_stall_ns,wal_stats_write_frontier_updates,wal_stats_write_ns,worker_stall_ns_per_tx,worker_threads,workload_kind,workload_mode,write_frontier_updates_per_tx,write_ns_per_tx,ycsb_max_ope,ycsb_rratio
2100,5,10,10,100,10000,0,50,4,1,10,0,95,100000,0,0,1,0.0000,1776,128,128,256,256,256,0.000000,4,1,0,0,9,0,-nan,0,2173352.500000,79291,0.999950,307.670148,1,1,,,0.000000,79287,79287,19821.750000,0,85597.355165,19822.750000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.505127,8,8,8,0,19821.750000,241.497408,65536,1,0,227748 kB,ermia_pwal_group_global_prefix,0,1582.487684,0,0.000000,0.000000,423.287475,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th4_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th4_remote0_r1_log8_com1_pend65536.out,-1,0,4,4,1050406,11131156,0,0,12476069,7127153,449006795,3147063,7145716,19156602,19838558949,41693054,31608337,19255016598,102.651948,0.000000,0.000000,0.000000,0.000000,286.329196,1776,128,128,256,256,256,79291,0,79291,0,335535,1,0,0,8693410,79291,24394243,1,0,0,0,0,0,119337,group_global_prefix,79291,6786757499,79291,79291,0,0,0,0,0,119337,8,79291,0,19147605,0,1,0,1776,128,128,256,256,256,79287,119326,79287,0,0,1,0,18893460010,125470701,0,33561194,4,26604938231,8138965,0,0,0,22702183,0,0,691305831,0.000000,4,ycsb,ycsb_b,0.000000,8719.031254,10,95
2100,5,10,10,100,10000,0,50,4,1,10,0,95,100000,0,0,5,0.0000,620118,524288,524288,524288,524288,524288,165.956828,4,3,0,60463,9,0,-nan,0,18645277.250000,667663,3.999850,579.996572,1,1,,,0.000000,602140,667659,150535.000000,0,24947.577170,41730.250000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500796,4,8,8,65519,166914.750000,149.135316,65536,5,65539,311072 kB,ermia_async_global_lsn_prefix,0,1452.622869,65520,556462.150348,0.000000,118.555881,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th4_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th4_remote0_r1_log8_com1_pend65536.out,-1,0,4,4,2919457,73661756,0,0,85169089,70602372,3413245154,36680260,60667701,157613482,18700618598,342209300,259983742,14197866285,79.799874,0.000000,1.000006,4227.452942,1.000006,127.362177,620118,524288,524288,524288,524288,524288,667663,110802570,667663,667663,501918537,3,0,60463,74581109,667663,387239931,1,335068119210674,0,0,0,0,1002020,async_global_lsn_prefix,166921,16656474426,667663,166921,0,0,0,0,0,1002020,8,667663,0,99571536,65539,5,65539,620118,524288,524288,524288,524288,524288,602140,903662,667659,65519,65520,1,0,9337555634,969856732,0,79154901,65523,335112436372205,53279104,667663,2822497004,667663,85034504,9337555634,0,4378139555,13985.516010,4,ycsb,ycsb_b,0.000000,6557.448570,10,95
2100,5,10,10,100,10000,0,50,4,1,10,0,95,100000,0,0,8,0.0000,1011,256,256,256,512,256,140.813584,4,7,0,39,9,0,-nan,0,21443556.250000,750778,7.916154,463.537796,1,1,,,1.002745,750736,750776,187684.000000,0,13378.608470,23710.250000,100,10.500189,64.000170,1808.812053,8.000021,843.060232,3.884202,8972.867257,10.500189,0.000000,8,8,8,40,187694.000000,0.000000,65536,1,92,324656 kB,ermia_async_dep_frontier_cstamp,0,1161.737524,40,259.085414,9.500129,81.757571,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th4_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th4_remote0_r1_log8_com1_pend65536.out,-1,0,4,4,4554584,76265982,0,0,101485695,67949056,7186663158,32472230,49523736,150370388,18667399074,780532454,266138399,9951443392,64.853492,1.002745,1.002745,944.350756,1.002745,244.955952,1011,256,256,256,512,256,750778,105719459,750778,750778,291541,7,0,39,85774225,750778,348013052,1,194504747290,48049792,6006224,2916166,752837,0,async_dep_frontier_cstamp,94841,10044338153,750778,94841,7883290,1358012678,632949389,6736613388,7883290,0,8,750778,0,0,92,1,92,1011,256,256,256,512,256,750736,0,750776,40,40,1,0,0,872204651,7132469,61381622,42,218883302915,48690445,752837,708995883,752837,183907050,0,374967,3277729855,0.000000,4,ycsb,ycsb_b,0.499439,4365.789337,10,95
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,2,0.0000,935,256,256,256,256,256,0.000000,4,1,0,0,9,0,-nan,0,3942285.000000,143384,0.999944,378.707622,1,1,,,0.000000,143376,143376,35844.000000,0,106195.740786,35846.000000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.499519,8,8,8,0,35844.000000,217.528722,65536,1,0,238768 kB,ermia_pwal_group_global_prefix,0,1571.330802,0,0.000000,0.000000,507.790411,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th8_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th8_remote0_r1_log8_com1_pend65536.out,-1,0,8,8,1050872,20832543,0,0,21547532,13451369,713372049,9376169,23938155,32336352,39709799056,69266437,53977800,38750649778,68.980408,0.000000,0.000000,0.000000,0.000000,291.553900,935,256,256,256,256,256,143384,0,143384,0,389083,1,0,0,15769140,143384,54297584,1,0,0,0,0,0,214995,group_global_prefix,143384,15225920531,143384,143384,0,0,0,0,0,214995,8,143384,0,31188398,0,1,0,935,256,256,256,256,256,143376,214985,143376,0,0,1,0,38072371066,225291125,0,72804958,8,55788388893,9890135,0,0,0,41801832,0,0,2054823264,0.000000,8,ycsb,ycsb_b,0.000000,14331.710077,10,95
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,14,0.0000,392674,262144,262144,262144,262144,262144,159.742397,4,3,0,62280,9,0,-nan,0,27080430.250000,965984,3.962024,609.302876,1,1,,,0.000000,900453,965977,225113.250000,0,31938.593039,60952.250000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.499739,4,8,8,65524,241494.250000,186.848357,65536,4,65543,390524 kB,ermia_async_global_lsn_prefix,0,1596.253896,65525,369004.493505,0.000000,131.610157,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th8_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th8_remote0_r1_log8_com1_pend65536.out,-1,0,8,8,8873813,134699382,0,0,130366387,116803667,5244386943,97358136,139773196,289027106,37673604470,537444765,418750925,30556120150,99.918469,0.000000,1.000007,9493.475716,1.000007,126.840788,392805,262144,262144,262144,262144,262144,965984,154307481,965984,965984,344063316,3,0,62280,108321721,965984,588572564,1,332271203190437,0,0,0,0,1448713,async_global_lsn_prefix,243809,30851946288,965984,243809,0,0,0,0,0,1448713,8,965984,0,180491215,65543,4,65543,392674,262144,262144,262144,262144,262144,900453,1350366,965977,65524,65525,1,0,17882436627,1541944550,0,127132385,65531,332359658650250,96518943,965984,9170479192,965984,122525284,17882436627,0,9856668657,18512.279927,8,ycsb,ycsb_b,0.000000,10203.833691,10,95
2100,5,10,10,100,10000,0,50,8,1,10,0,95,100000,0,0,17,0.0000,1099,256,256,256,512,512,195.346096,4,6,0,63,9,0,-nan,0,28864288.500000,1008546,6.656151,743.399708,1,1,,,1.005001,1008498,1008540,252124.500000,0,18867.312755,37880.000000,100,10.498627,64.000381,3404.184700,8.000048,1121.421273,7.792439,14731.812688,10.498627,0.000000,8,8,8,42,252135.000000,0.000000,65536,1,165,431796 kB,ermia_async_dep_frontier_cstamp,0,1519.147905,43,306.742643,9.498499,81.372380,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th8_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th8_remote0_r1_log8_com1_pend65536.out,-1,0,8,8,9924060,151020823,0,0,152766154,127643189,12612167634,65507291,115752835,301303204,37627901261,1404909234,448966371,22237940466,106.570668,1.005001,1.005001,2842.888947,1.005001,278.841548,1099,256,256,256,512,512,1008546,197014352,1008546,1008546,355580,6,0,63,115457154,1008546,749748342,1,309349342313,64546944,8068368,7858986,1013584,0,async_dep_frontier_cstamp,151520,19028439606,1008546,151520,10588285,3433256437,1130998211,14857622368,10588285,0,8,1008546,0,0,162,1,165,1099,256,256,256,512,512,1008498,0,1008540,42,43,1,0,0,1532121428,9579616,82067300,48,358618810375,107480782,1013584,2867167219,1013584,281222855,0,505398,5002329162,0.000000,8,ycsb,ycsb_b,0.501118,4959.971010,10,95
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,5,0.0000,4120,256,256,256,512,256,0.000000,4,1,0,0,9,0,-nan,0,7397175.750000,265350,1.873034,240.884361,1,1,,,0.000000,265334,265334,66333.500000,0,54707.121496,35415.000000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500030,8,8,8,0,66333.500000,506.328077,65536,2,0,261036 kB,ermia_pwal_group_global_prefix,0,2701.867793,0,0.000000,0.000000,309.070127,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th16_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th16_remote0_r1_log8_com1_pend65536.out,-1,0,16,16,2918948,70817189,0,0,52509571,40284073,1570376853,48942203,95401718,113365273,78740407407,172124657,141904126,76431762796,139.115417,0.000000,0.000000,0.000000,0.000000,406.276757,4120,256,256,256,512,256,265350,0,265350,0,349001,1,0,0,29588703,265350,63914811,1,0,0,0,0,0,398009,group_global_prefix,141660,14515659375,265350,141660,0,0,0,0,0,398009,8,265350,0,134346054,0,2,0,4120,256,256,256,512,256,265334,397989,265334,0,0,1,0,74708362817,716897389,0,82006813,16,92607544724,36912050,0,0,0,107799037,0,0,2241646378,0.000000,16,ycsb,ycsb_b,0.000000,8448.394770,10,95
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,16,0.0000,393225,262144,262144,262144,262144,262144,266.667521,4,3,0,61973,9,0,-nan,0,26578450.750000,944966,3.980798,1249.132017,1,1,,,0.000000,879439,944950,219859.750000,0,30936.064233,59344.250000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.498530,4,8,8,65511,236237.500000,327.517605,65536,8,65551,343900 kB,ermia_async_global_lsn_prefix,0,2131.341548,65513,373028.121152,0.000000,171.592337,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th16_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th16_remote0_r1_log8_com1_pend65536.out,-1,0,16,16,8407129,165069563,0,0,158269900,148272068,5632188053,138499624,218316938,375487740,76868499954,619597636,486964539,68917426764,137.332555,0.000000,1.000017,22352.984188,1.000017,263.910085,393225,262144,262144,262144,262144,262144,944966,251987474,944966,944966,347318022,3,0,61973,106313803,944966,1180367299,1,328055477837760,0,0,0,0,1416036,async_global_lsn_prefix,237377,29233033897,944966,237377,0,0,0,0,0,1416036,8,944966,0,309487761,65551,8,65551,393225,262144,262144,262144,262144,262144,879439,1317667,944950,65511,65513,1,0,41639508012,2014011196,0,162146179,65527,328203722722861,129772398,944966,21122452408,944966,249381835,41639508012,0,10313228630,44065.302939,16,ycsb,ycsb_b,0.000000,10914.046913,10,95
2100,5,10,10,100,10000,0,50,16,1,10,0,95,100000,0,0,24,0.0000,4029,256,256,256,2048,512,234.769527,4,6,0,65,9,0,-nan,0,28645677.750000,998553,6.959867,1174.395418,1,1,,,1.004632,998478,998546,249619.500000,0,17470.681218,35868.000000,100,10.500370,64.000449,12523.128789,8.000056,1241.065014,7.790209,36863.677872,10.500370,0.000000,8,8,8,68,249636.500000,0.000000,65536,3,786,484904 kB,ermia_async_dep_frontier_cstamp,0,2188.699234,69,332.888092,9.500062,141.560821,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th16_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th16_remote0_r1_log8_com1_pend65536.out,-1,0,16,16,15993438,194807556,0,0,172118817,167607901,22094592732,93605656,180656315,403248355,76869082446,2422155688,552402030,50571893958,143.938709,1.004632,1.004632,7277.604000,1.004632,462.387159,4029,256,256,256,2048,512,998553,234428172,998553,998553,418424,6,0,65,114582711,998553,1172687847,1,332381436192,63907392,7988424,7778882,1003171,0,async_dep_frontier_cstamp,143472,17445278848,998553,143472,10485102,12504920160,1239260505,36810078084,10485102,0,8,998553,0,0,765,3,786,4029,256,256,256,2048,512,998478,0,998546,68,69,1,0,0,2185516865,9486249,141354992,75,417818966505,143729422,1003171,7267022364,1003171,461714848,0,498782,5831538206,0.000000,16,ycsb,ycsb_b,0.499508,5840.029609,10,95
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,31,0.0001,3297,256,256,256,512,512,0.000000,4,3,0,0,9,0,-nan,0,12353514.250000,438944,3.128761,164.551341,1,1,,,0.000000,438912,438912,109728.000000,0,32203.378987,35070.750000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.501251,8,8,8,0,109728.000000,669.771004,65536,1,0,297044 kB,ermia_pwal_group_global_prefix,0,2907.872492,0,0.000000,0.000000,176.345256,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th32_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th32_remote0_r1_log8_com1_pend65536.out,-1,0,32,32,18795911,176867885,0,0,106411428,74475179,2825518090,147993161,298139753,273366102,156444562743,304635747,303835397,151914524090,151.548982,0.000000,0.000000,0.000000,0.000000,427.835161,3297,256,256,256,512,512,438944,0,438944,0,383653,3,0,0,49414057,438944,72223558,1,0,0,0,0,0,658917,group_global_prefix,140283,14134449478,438944,140283,0,0,0,0,0,658917,8,438944,0,293970531,0,1,0,3297,256,256,256,512,512,438912,658858,438912,0,0,1,0,148992234186,1276300131,0,77400049,32,168402467175,66516667,0,0,0,187781986,0,0,3301590589,0.000000,32,ycsb,ycsb_b,0.000000,7522.215362,10,95
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,36,0.0000,431030,262144,262144,262144,262144,262144,373.620952,4,3,3,63259,9,0,-nan,0,25202245.000000,892613,3.999592,1782.144312,1,1,,,0.000000,827021,892581,206755.250000,0,35790.655737,55792.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.498968,4,8,8,65560,223145.250000,500.338369,65536,592,65567,364912 kB,ermia_async_global_lsn_prefix,0,2891.413818,65560,404672.129033,0.000000,186.938931,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th32_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th32_remote0_r1_log8_com1_pend65536.out,-1,0,32,32,17631775,169966758,0,0,178689354,149015538,5533661927,181859629,337487513,461741597,156476437903,604441175,475397588,148366545049,139.778789,0.000000,1.000036,34482.785109,1.000036,285.076638,431030,262144,262144,262144,262144,262144,892613,333486963,892613,892613,375260703,3,3,63259,100808980,892613,1590708152,1,334672348824656,0,0,0,0,1337950,async_global_lsn_prefix,223168,31946059288,892613,223168,0,0,0,0,0,1337950,8,892613,0,446592522,65567,592,65567,431030,262144,262144,262144,262144,262144,827021,1239647,892581,65560,65560,1,0,106595016738,2580821037,0,166858138,65592,334962581905282,124763891,892613,30778678815,892613,254453991,106595016738,0,8820624353,119423.354001,32,ycsb,ycsb_b,0.000000,9882.155628,10,95
2100,5,10,10,100,10000,0,50,32,1,10,0,95,100000,0,0,39,0.0000,1167,256,256,256,512,512,244.640370,4,6,0,56,9,0,-nan,0,25909752.250000,900629,6.270272,1365.858385,1,1,,,1.002815,900562,900618,225140.500000,0,18409.403290,35908.250000,100,10.501156,64.000782,48078.307592,8.000098,1295.628176,7.771347,95381.926633,10.501156,0.000000,8,8,8,56,225154.500000,0.000000,65536,2,115,449400 kB,ermia_async_dep_frontier_cstamp,0,2527.355434,57,319.356366,9.500542,124.306261,0.000000,0,1,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th32_remote0_r1_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_dep_frontier_cstamp_th32_remote0_r1_log8_com1_pend65536.out,-1,0,32,32,23115787,182489017,0,0,179209865,140701782,49588635989,90925711,218754028,426214587,156936816502,5344542268,513855812,100228371656,138.078431,1.002815,1.002815,8811.133976,1.002815,495.733868,1167,256,256,256,512,512,900629,220327521,900629,900629,502012,6,0,56,103639009,900629,1230116647,1,287600207949,57640256,7205032,6999015,903153,0,async_dep_frontier_cstamp,143633,16579839972,900629,143633,9457530,43300189227,1166866057,85902680000,9457530,0,8,900629,0,0,114,2,115,1167,256,256,256,512,512,900562,0,900618,56,57,1,0,0,2276181796,8556359,111952456,67,452127349168,124355920,903153,7935465859,903153,446466845,0,449421,5232698919,0.000000,32,ycsb,ycsb_b,0.499014,5810.120294,10,95
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,758,128,128,128,256,256,0.000000,4,1,0,0,9,0,-nan,0,540958.750000,20161,0.999950,228.472421,1,1,,,0.000000,20160,20160,5040.000000,0,84040.783433,5040.250000,100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.498065,8,8,8,0,5040.000000,163.307440,65536,1,0,218488 kB,ermia_pwal_group_global_prefix,0,1387.929812,0,0.000000,0.000000,386.401389,0.000000,0,2,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th1_remote0_r2_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_pwal_group_global_prefix_th1_remote0_r2_log8_com1_pend65536.out,-1,0,1,1,0,1114138,0,0,1497546,608667,121037383,610174,621564,1489165,4976695057,9594092,7051723,4833070605,101.476339,0.000000,0.000000,0.000000,0.000000,292.834375,758,128,128,128,256,256,20161,0,20161,0,327876,1,0,0,2163835,20161,4606004,1,0,0,0,0,0,30201,group_global_prefix,20161,1694262194,20161,20161,0,0,0,0,0,30201,8,20161,0,3292278,0,1,0,758,128,128,128,256,256,20160,30200,20160,0,0,1,0,4746313677,27980665,0,7789852,1,6610309611,2045763,0,0,0,5903541,0,0,118115637,0.000000,1,ycsb,ycsb_b,0.000000,5858.910565,10,95
2100,5,10,10,100,10000,0,50,1,1,10,0,95,100000,0,0,0,0.0000,1575465,1048576,1048576,1048576,1048576,1048576,132.457883,4,3,0,53466,9,0,-nan,0,7607416.750000,274274,3.999898,352.110955,1,1,,,0.000000,208737,274273,52184.250000,0,20564.252533,17142.500000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.499728,4,8,8,65536,68568.250000,75.466830,65536,2,65536,259704 kB,ermia_async_global_lsn_prefix,0,987.056251,65536,1673869.812390,0.000000,92.229891,0.000000,0,2,5,0,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th1_remote0_r2_log8_com1_pend65536.err,/home/sa2shun/tx-playground/ccbench/results/ermia_ycsbb_three_modes_20260607_163107/logs/ycsb_b_ermia_async_global_lsn_prefix_th1_remote0_r2_log8_com1_pend65536.out,-1,0,1,1,0,10642971,0,0,20710438,8234976,1362016542,8178847,8407030,20490037,4736948302,119574190,74479863,3104213408,55.801377,0.000000,1.000004,195.622314,1.000004,101.302250,1575465,1048576,1048576,1048576,1048576,1048576,274274,36329621,274274,274274,1273947294,3,0,53466,30429667,274274,96574528,1,349398563028946,0,0,0,0,411335,async_global_lsn_prefix,68570,5640219235,274274,68570,0,0,0,0,0,411335,8,274274,0,20698514,65536,2,65536,1575465,1048576,1048576,1048576,1048576,1048576,208737,313195,274273,65536,65536,1,0,2591796008,270722879,0,25296169,65537,349410620368520,15304811,274274,53653919,274274,27784472,2591796008,0,687163410,9449.694312,1,ycsb,ycsb_b,0.000000,2505.399401,10,95
